LAMMPS (31 Mar 2017)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-1.0556 -1.05564 -1.05564) to (83.4466 83.4466 83.4466)
  6 by 4 by 4 MPI processor grid
  reading atoms ...
  63998 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          0         
  special bond factors coul: 0          0          0         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  0 = max # of 1-4 neighbors
  1 = max # of special neighbors
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          1         
  special bond factors coul: 0          0          1         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  1 = max # of special neighbors
1 atoms in group pull
3199 atoms in group freez
PPPM initialization ...
WARNING: Using 12-bit tables for long-range coulomb (../kspace.cpp:321)
  G vector (1/distance) = 0.294194
  grid = 125 125 125
  stencil order = 5
  estimated absolute RMS force accuracy = 0.000416749
  estimated relative force accuracy = 1.25503e-06
  using double precision FFTs
  3d grid and FFT values/proc = 44109 31250
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 10000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 13 13 13
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 13.91 | 14.36 | 15.08 Mbytes
Step TotEng Temp Press PotEng KinEng Enthalpy f_9[3] f_9[4] f_9[5] f_9[6] f_9[7] 
   38200    -10081564    922.01517      130.802    -10257451    175886.29    -10080414    5.7157431    5.7157431    59.823241    83.375962   -0.1851263 
   38400    -10079661    927.14892    -216.7723    -10256527    176865.62    -10081569    37.530686    37.530686    59.823041    83.456702   -0.1850356 
   38600    -10081698    919.61408    334.80149    -10257126    175428.25    -10078753   -25.672666   -25.672666    59.822841    83.347663  -0.18201535 
   38800    -10082454    915.04859   -331.78983    -10257012    174557.32    -10085374    18.793464    18.793464    59.822641    83.497879  -0.18287905 
   39000    -10079944    925.57248   -1400.7946    -10256509    176564.89    -10092279      10.5394      10.5394    59.822441    83.527083  -0.18298838 
   39200    -10080660     924.6643   -347.68872    -10257052    176391.64    -10083720   -12.140791   -12.140791    59.822241    83.443532  -0.18311564 
   39400    -10082631    919.21834    464.90819    -10257984    175352.76    -10078542   -21.269496   -21.269496    59.822041     83.28578  -0.18576165 
   39600    -10080513     928.8031    605.52171    -10257695    177181.17    -10075188   -7.2373632   -7.2373632    59.821841    83.514532  -0.18852984 
   39800    -10080006    929.10914   -102.46471    -10257245    177239.55    -10080907   -6.0775582   -6.0775582    59.821641    83.461955  -0.18983954 
   40000    -10082171    916.61261    319.97287    -10257027    174855.68    -10079357   -7.8579691   -7.8579691    59.821441    83.421823  -0.19264791 
   40200    -10081339    923.21202    304.28317    -10257453     176114.6    -10078662   -1.1297205   -1.1297205    59.821241    83.497715  -0.19615215 
   40400    -10080022    928.17107   -826.64901    -10257083    177060.61    -10087299    -9.243035    -9.243035    59.821041    83.540859  -0.19860627 
   40600    -10081429    920.84634   -354.96681    -10257093    175663.32    -10084553   -37.003518   -37.003518    59.820841    83.297535  -0.20261528 
   40800    -10081995    923.54028    -161.4432    -10258172    176177.22    -10083415    5.7279745    5.7279745    59.820641    83.509042  -0.20438019 
   41000    -10080253    927.75132   -565.05141    -10257234    176980.53    -10085226    14.479291    14.479291    59.820441    83.490891  -0.20289037 
   41200    -10080624    928.57624   -64.941463    -10257762     177137.9    -10081196   -29.375295   -29.375295    59.820241    83.493068  -0.20173063 
   41400    -10082150    924.13717    159.32148    -10258441    176291.09    -10080749   -10.595685   -10.595685    59.820041    83.261016  -0.20126362 
   41600    -10081036    920.43301   -724.58421    -10256620    175584.47    -10087414    33.007911    33.007911    59.819841    83.629441   -0.2013673 
   41800    -10079987    926.84537    462.60559    -10256794    176807.71    -10075917    2.3091908    2.3091908    59.819641    83.498984  -0.19879848 
   42000    -10081980    920.28261   -352.28597    -10257536    175555.78    -10085079    16.243953    16.243953    59.819441     83.62641  -0.19819617 
   42200    -10081622    922.04069   -521.22292    -10257514    175891.16    -10086208    4.8163772    4.8163772    59.819241    83.512007   -0.1968987 
   42400    -10079784    925.16417   -374.43747    -10256271       176487    -10083080    61.379274    61.379274    59.819041    83.636689  -0.19467181 
   42600    -10081715    919.53566   -212.10253    -10257129    175413.29    -10083582    87.191337    87.191337    59.818841    83.544415  -0.19172529 
   42800    -10082128     926.3956    842.14182    -10258850    176721.91    -10074726    22.152764    22.152764    59.818641     83.64383  -0.19089465 
   43000    -10079956    925.11879   -292.48949    -10256435    176478.34    -10082531    -41.00941    -41.00941    59.818441    83.299468  -0.19156624 
   43200    -10080815    923.53845    199.39613    -10256992    176176.87    -10079061   -4.1415914   -4.1415914    59.818241    83.628055  -0.19250092 
   43400    -10082570    918.28266   -204.27732    -10257745    175174.26    -10084367   -5.0687991   -5.0687991    59.818041    83.409647  -0.19179443 
   43600    -10080501    927.81331    977.72331    -10257494    176992.36    -10071904    29.599002    29.599002    59.817841    83.639451   -0.1929235 
   43800    -10080076    927.31429   -317.74644    -10256974    176897.16    -10082873    33.420977    33.420977    59.817641    83.621104  -0.19356082 
   44000    -10082309    920.27036     -663.958    -10257863    175553.44    -10088152   -13.466926   -13.466926    59.817441    83.275904  -0.19686439 
   44200    -10081257    924.24198   -160.78311    -10257568    176311.08    -10082672   -28.412421   -28.412421    59.817241    83.495672  -0.20125846 
   44400    -10079633     926.5259   -251.19661    -10256380    176746.77    -10081844   -7.6901872   -7.6901872    59.817041    83.422539   -0.2035364 
   44600    -10081852    918.70921    861.67488    -10257107    175255.63    -10074274    33.731663    33.731663    59.816841    83.576361  -0.20569916 
   44800    -10082034    920.22528   -306.06415    -10257579    175544.84    -10084727    17.347627    17.347627    59.816641    83.580556  -0.20553618 
   45000    -10079502    930.39162     305.9506    -10256986     177484.2    -10076810   -29.817458   -29.817458    59.816441    83.500525   -0.2094497 
   45200    -10081219     922.8421   -105.59267    -10257263    176044.04    -10082147    1.0489805    1.0489805    59.816241    83.593766  -0.21088965 
   45400    -10082545    920.29551   -354.87236    -10258104    175558.24    -10085668   -16.467404   -16.467404    59.816041    83.386367  -0.20956617 
   45600    -10079981    924.89109   -17.639646    -10256416    176434.91    -10080136    23.756707    23.756707    59.815841    83.370166   -0.2099061 
   45800    -10080357     923.1001    94.538282    -10256450    176093.25    -10079525   -19.407037   -19.407037    59.815641    83.469237  -0.21140007 
   46000    -10082576    919.74337    598.00937    -10258029    175452.91    -10077319   -35.294537   -35.294537    59.815441    83.271804  -0.20998251 
   46200    -10080698    923.12885   -206.54416    -10256797    176098.74    -10082516   -8.0186773   -8.0186773    59.815241    83.423311  -0.20892333 
   46400    -10079744    924.59089    445.32948    -10256122    176377.64    -10075826    4.2088876    4.2088876    59.815041    83.525385  -0.20802719 
   46600    -10082286    920.69188   -1012.8317    -10257919    175633.85    -10091200    52.256142    52.256142    59.814841    83.332147  -0.20717232 
   46800    -10081685    919.10832   -767.01862    -10257017    175331.77    -10088436    26.140298    26.140298    59.814641    83.586729  -0.20608967 
   47000    -10079507    927.75384    13.267838    -10256488    176981.01    -10079391    26.677646    26.677646    59.814441    83.580924  -0.20396871 
   47200    -10081270    924.37729   -256.38779    -10257606    176336.89    -10083525   -9.8847943   -9.8847943    59.814241    83.614839  -0.20326142 
   47400    -10082364    919.98442     578.4152    -10257863     175498.9    -10077276   -29.210991   -29.210991    59.814041    83.334128  -0.20332891 
   47600    -10080119    926.57098    800.03322    -10256874    176755.37    -10073082   -22.939701   -22.939701    59.813841    83.324094  -0.20301369 
   47800    -10080586    923.81404    -953.6192    -10256815    176229.45    -10088980    12.892741    12.892741    59.813641    83.272733  -0.20373753 
   48000    -10082645    917.41249    241.75587    -10257653    175008.27    -10080519    18.205227    18.205227    59.813441    83.402624  -0.20625875 
   48200    -10080785    922.67209   -812.83052    -10256796     176011.6    -10087940   -9.6586762   -9.6586762    59.813241    83.565222  -0.20828428 
   48400    -10079804    925.09637    852.13999    -10256278    176474.07    -10072308   -9.6628357   -9.6628357    59.813041    83.507417  -0.21057868 
   48600    -10082198    920.86284    153.57471    -10257864    175666.47    -10080847   -9.0916647   -9.0916647    59.812841    83.510885  -0.21350928 
   48800    -10081453    921.30454    538.79503    -10257203    175750.73    -10076714    26.199838    26.199838    59.812641    83.345811  -0.21595706 
   49000    -10079710    924.70164    700.28641    -10256108    176398.77    -10073548    1.2851534    1.2851534    59.812441    83.430692  -0.21665515 
   49200    -10081558    921.26568     446.4637    -10257301    175743.31    -10077631   -8.1265265   -8.1265265    59.812241    83.424028  -0.21810701 
   49400    -10081919    917.86726    -369.1418    -10257014    175095.02    -10085167    21.841769    21.841769    59.812041    83.486754  -0.21912575 
   49600    -10080207    925.07789    1462.7351    -10256678    176470.54    -10067347   -16.111726   -16.111726    59.811841    83.341683  -0.21952281 
   49800    -10080972    922.87627   -166.05263    -10257022    176050.56    -10082433   -15.786727   -15.786727    59.811641    83.374959  -0.21956144 
   50000    -10082186     915.1773   -1028.4945    -10256767    174581.88    -10091239   -44.025964   -44.025964    59.811441    83.340351  -0.22188152 
   50200    -10080713    923.21717   -500.30617    -10256829    176115.59    -10085116   -8.8799571   -8.8799571    59.811241     83.43246  -0.22010768 
   50400    -10080401    928.28791    324.53523    -10257484    177082.89    -10077546    35.898899    35.898899    59.811041    83.610555  -0.21932134 
   50600    -10081777    921.91937   -755.32082    -10257645    175868.01    -10088424  -0.82020308  -0.82020308    59.810841    83.415986  -0.21664977 
   50800    -10081338    921.75984   -807.24916    -10257175    175837.58    -10088443    25.752738    25.752738    59.810641    83.635733  -0.21527666 
   51000    -10080175    928.84504   -688.88114    -10257364    177189.17    -10086238    42.793397    42.793397    59.810441    83.550884   -0.2130564 
   51200    -10081319    922.71814      206.875    -10257339    176020.39    -10079499   0.77749713   0.77749713    59.810241    83.519381  -0.21175159 
   51400    -10081901    927.49144     382.0933    -10258832    176930.96    -10078541   -4.4258564   -4.4258564    59.810041    83.428865  -0.21112292 
   51600    -10080438    923.86349   -15.394964    -10256677    176238.88    -10080574     14.98091     14.98091    59.809841    83.477869  -0.20909802 
   51800    -10080925    923.13512    1770.6752    -10257025    176099.93    -10065362    12.274747    12.274747    59.809641    83.760173  -0.20917169 
   52000    -10082068    918.50228   -468.71097    -10257284    175216.16    -10086193   -22.712678   -22.712678    59.809441    83.619059  -0.21051018 
   52200    -10080661    923.78009    67.490238    -10256884    176222.97    -10080067   -39.058538   -39.058538    59.809241    83.481824  -0.21219559 
   52400    -10080362     925.7576    505.37592    -10256962     176600.2    -10075916   -4.6286359   -4.6286359    59.809041    83.332086  -0.21245895 
   52600    -10081792    923.46015    1484.8296    -10257954    176161.94    -10068741    -27.90253    -27.90253    59.808841    83.352721  -0.21580487 
   52800    -10081471    919.67841     138.6524    -10256912    175440.52    -10080251   -28.618022   -28.618022    59.808641     83.33877  -0.21699384 
   53000    -10080143    922.51476    209.35082    -10256125    175981.59    -10078301   -42.147181   -42.147181    59.808441    83.311092  -0.22154582 
   53200    -10081151     921.6797    -50.34716    -10256974    175822.29    -10081594   -8.1142134   -8.1142134    59.808241    83.575604  -0.22292791 
   53400    -10081946    921.27348   -1022.5523    -10257691     175744.8    -10090946    30.126939    30.126939    59.808041    83.530381  -0.22255417 
   53600    -10080443    924.34722   -186.34562    -10256774    176331.16    -10082083    23.256419    23.256419    59.807841    83.526136  -0.22406317 
   53800    -10080506    923.62185   -515.76181    -10256699    176192.78    -10085047   -17.311855   -17.311855    59.807641    83.398064  -0.22540792 
   54000    -10082138    919.08403   -154.15091    -10257465    175327.13    -10083494    16.209663    16.209663    59.807441     83.62233  -0.22883028 
   54200    -10081233    926.50601    327.69949    -10257976    176742.97    -10078351    55.676437    55.676437    59.807241    83.602237   -0.2285438 
   54400    -10080263    923.14074    355.99464    -10256364    176101.01    -10077131    12.156199    12.156199    59.807041    83.590655  -0.22724948 
   54600    -10081734    920.21348   -1166.9422    -10257276    175542.59    -10092007    -40.33743    -40.33743    59.806841    83.301633  -0.22594732 
   54800    -10081621    915.25145    -5.061649    -10256217    174596.02    -10081666    12.170165    12.170165    59.806641    83.425194  -0.22456335 
   55000    -10080180    919.60133   -1725.9356    -10255605    175425.82    -10095384   -6.1162725   -6.1162725    59.806441    83.439399  -0.22215053 
   55200    -10081211    920.91211    -1140.862    -10256887    175675.87    -10091255    19.729072    19.729072    59.806241    83.348541  -0.22007341 
   55400    -10081952    919.02701    174.78349    -10257268    175316.26    -10080415    30.201654    30.201654    59.806041    83.542084  -0.21784538 
   55600    -10080343    924.56842    270.89853    -10256717    176373.35    -10077960    40.095624    40.095624    59.805841    83.661389  -0.21624901 
   55800    -10080504    926.28433    -1735.489    -10257204    176700.69    -10095787   -7.8399781   -7.8399781    59.805641    83.451351  -0.21611136 
   56000    -10082279    922.70638    510.01493    -10258297    176018.15    -10077794    3.7577796    3.7577796    59.805441    83.400628  -0.21467561 
   56200    -10081045    920.06457    439.95437    -10256559    175514.19    -10077175   -35.803811   -35.803811    59.805241     83.44669  -0.21564124 
   56400    -10080204    920.20331   -493.31458    -10255744    175540.65    -10084547    14.870176    14.870176    59.805041    83.661131  -0.21563281 
   56600    -10081917    918.66794    55.646174    -10257165    175247.76    -10081428    36.713462    36.713462    59.804841    83.467666  -0.21488237 
   56800    -10081599    919.05941   -722.82846    -10256921    175322.44    -10087961   -40.109217   -40.109217    59.804641    83.367628  -0.21572446 
   57000    -10080007    927.22769    1433.1047    -10256888    176880.64    -10067409   -46.262971   -46.262971    59.804441    83.425326  -0.21879213 
   57200    -10081372    923.72018   -529.95698    -10257583    176211.54    -10086035   -27.234744   -27.234744    59.804241    83.572563  -0.22079128 
   57400    -10082051    925.37724   -327.40939    -10258579    176527.65    -10084931     13.51638     13.51638    59.804041    83.663738  -0.22357693 
   57600    -10080219     923.9645   -449.92428    -10256477    176258.15    -10084179   -34.241654   -34.241654    59.803841    83.539172  -0.22650517 
   57800    -10080534    924.37625    143.76752    -10256871    176336.69    -10079269   -27.835893   -27.835893    59.803641    83.370756  -0.22821614 
   58000    -10082189    921.18791   -477.08405    -10257918    175728.48    -10086387   -37.541532   -37.541532    59.803441    83.331114  -0.23054682 
   58200    -10080804    925.66762   -81.370174    -10257387    176583.04    -10081520    27.954604    27.954604    59.803241    83.576962  -0.23255303 
   58400    -10080130    925.03306    381.47013    -10256592    176461.99    -10076774   -9.8226917   -9.8226917    59.803041    83.420735  -0.23423109 
   58600    -10082150    917.22803    7.1063667    -10257123    174973.08    -10082087    2.0726972    2.0726972    59.802841     83.44066  -0.23482308 
